cik,ticker,name,sic,sic_desc,city,state,zip
0000804328,QCOM,QUALCOMM INC/DE,3663,Radio & Tv Broadcasting & Communications Equipment,SAN DIEGO,CA,92121
0000726728,O,REALTY INCOME CORP,6798,Real Estate Investment Trusts,SAN DIEGO,CA,92130
0001032208,SRE,SEMPRA,4932,Gas & Other Services Combined,SAN DIEGO,CA,92101
0001093557,DXCM,DEXCOM INC,3841,Surgical & Medical Instruments & Apparatus,SAN DIEGO,CA,92121
0000943819,RMD,RESMED INC,3841,Surgical & Medical Instruments & Apparatus,SAN DIEGO,CA,92123
0001110803,ILMN,"ILLUMINA, INC.",3826,Laboratory Analytical Instruments,SAN DIEGO,CA,92122
0001397911,LPLA,LPL Financial Holdings Inc.,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services",SAN DIEGO,CA,92121
0000914475,NBIX,NEUROCRINE BIOSCIENCES INC,2836,"Biological Products, (No Diagnostic Substances)",SAN DIEGO,CA,92130
0001159036,HALO,"HALOZYME THERAPEUTICS, INC.",2836,"Biological Products, (No Diagnostic Substances)",SAN DIEGO,CA,92130
0001069258,KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760,Guided Missiles & Space Vehicles & Parts,SAN DIEGO,CA,92131
0000797721,VSAT,VIASAT INC,4899,"Communications Services, NEC",CARLSBAD,CA,92009
0000874015,IONS,IONIS PHARMACEUTICALS INC,2834,Pharmaceutical Preparations,CARLSBAD,CA,92010
0001658247,CRNX,"Crinetics Pharmaceuticals, Inc.",2834,Pharmaceutical Preparations,SAN DIEGO,CA,92121
0001326110,IBRX,"ImmunityBio, Inc.",2836,"Biological Products, (No Diagnostic Substances)",SAN DIEGO,CA,92121
0001889109,BLTE,"BELITE BIO, INC",2834,Pharmaceutical Preparations,SAN DIEGO,CA,92130
0001438533,TVTX,"Travere Therapeutics, Inc.",2834,Pharmaceutical Preparations,SAN DIEGO,CA,92130
0001761918,ERAS,"Erasca, Inc.",2834,Pharmaceutical Preparations,SAN DIEGO,CA,92121
0001288469,MXL,"MAXLINEAR, INC",3674,Semiconductors & Related Devices,CARLSBAD,CA,92008
0002065636,MWH,"SOLV Energy, Inc.",1600,Heavy Construction Other Than Bldg Const - Contractors,SAN DIEGO,CA,92127
0000886163,LGND,LIGAND PHARMACEUTICALS INC,2834,Pharmaceutical Preparations,SAN DIEGO,CA,92121
0001041803,PSMT,PRICESMART INC,5331,Retail-Variety Stores,SAN DIEGO,CA,92123
0001070494,ACAD,ACADIA PHARMACEUTICALS INC,2834,Pharmaceutical Preparations,SAN DIEGO,CA,92130
0001607678,VKTX,"Viking Therapeutics, Inc.",2834,Pharmaceutical Preparations,SAN DIEGO,CA,
0001761312,PLMR,"Palomar Holdings, Inc.",6331,"Fire, Marine & Casualty Insurance",LA JOLLA,CA,92037
0001823239,MRVI,"MARAVAI LIFESCIENCES HOLDINGS, INC.",2834,Pharmaceutical Preparations,SAN DIEGO,CA,92121
0000105132,WDFC,WD 40 CO,2890,Miscellaneous Chemical Products,SAN DIEGO,CA,92131
0000837465,CALY,Callaway Golf Co,3949,"Sporting & Athletic Goods, NEC",CARLSBAD,CA,92008
0000816761,TDC,TERADATA CORP /DE/,7372,Services-Prepackaged Software,SAN DIEGO,CA,92127
0000021535,COHU,COHU INC,3825,Instruments For Meas & Testing of  Electricity & Elec Signals,POWAY,CA,92064
0001084961,ECPG,ENCORE CAPITAL GROUP INC,6153,Short-Term Business Credit Institutions,SAN DIEGO,CA,92108
0001500217,AAT,"American Assets Trust, Inc.",6798,Real Estate Investment Trusts,SAN DIEGO,CA,92121
0001370053,ANAB,"ANAPTYSBIO, INC",2834,Pharmaceutical Preparations,SAN DIEGO,CA,92121
0001438133,TNDM,TANDEM DIABETES CARE INC,3841,Surgical & Medical Instruments & Apparatus,San Diego,CA,92130
0001863127,TYRA,"Tyra Biosciences, Inc.",2834,Pharmaceutical Preparations,CARLSBAD,CA,92008
0002091349,TRAX,"First Tracks Biotherapeutics, Inc.",2834,Pharmaceutical Preparations,SAN DIEGO,CA,92121
0002007919,INBX,"Inhibrx Biosciences, Inc.",2836,"Biological Products, (No Diagnostic Substances)",LA JOLLA,CA,92037
0001350653,ATEC,"Alphatec Holdings, Inc.",3841,Surgical & Medical Instruments & Apparatus,CARLSBAD,CA,
0001736946,ARLO,"Arlo Technologies, Inc.",7381,"Services-Detective, Guard & Armored Car Services",CARLSBAD,CA,92008
0001817713,JANX,"Janux Therapeutics, Inc.",2834,Pharmaceutical Preparations,SAN DIEGO,CA,92130
0001422143,KURA,"Kura Oncology, Inc.",2834,Pharmaceutical Preparations,SAN DIEGO,CA,92121
0002096300,AVEX,AEVEX Corp.,3721,Aircraft,SOLANA BEACH,CA,92075
0001906324,QDEL,QuidelOrtho Corp,2835,In Vitro & In Vivo Diagnostic Substances,SAN DIEGO,CA,92121
0001807120,DSGN,"Design Therapeutics, Inc.",2834,Pharmaceutical Preparations,CARLSBAD,CA,92011
0000807863,MITK,MITEK SYSTEMS INC,3577,"Computer Peripheral Equipment, NEC",SAN DIEGO,CA,
0001826470,WOOF,"Petco Health & Wellness Company, Inc.",5990,"Retail-Retail Stores, NEC",SAN DIEGO,CA,92127
0001124105,GYRE,"GYRE THERAPEUTICS, INC.",2834,Pharmaceutical Preparations,SAN DIEGO,CA,92130
0001795815,BCAL,California BanCorp \ CA,6021,National Commercial Banks,SAN DIEGO,CA,92130
0001855175,CTNM,"Contineum Therapeutics, Inc.",2834,Pharmaceutical Preparations,SAN DIEGO,CA,92121
0001671858,SPRY,"ARS Pharmaceuticals, Inc.",2834,Pharmaceutical Preparations,SAN DIEGO,CA,92130
0001855644,ZURA,Zura Bio Ltd,2836,"Biological Products, (No Diagnostic Substances)",LA JOLLA,CA,92037
0001817241,ARTV,"Artiva Biotherapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",SAN DIEGO,CA,92121
